id,symbol
2400322364771558,شستا
40553302624764543,وکغدیر
52932092555708556,تکاردان
23600798892801694,قچار
58741071099161284,فرابورس
34213522001938649,عالیس
64341992373049080,سدبیر
49270349234092953,خاور
44818950263583523,دی
48261930411425125,بمولد
48990026850202503,خگستر
7745894403636165,شپنا
46348559193224090,فولاد
65883838195688438,خودرو
60654872678917533,سقاین
